"pjtn_yesterday_pjtn_max_value","pjtn_yesterday_pjtn_min_value","pjtn_yesterday_pjtn_median_value","pjtn_yesterday_pjtn_average_value","pjtn_yesterday_pjtn_event_count","pjtn_yesterday_pjtn_event_max_value","pjtn_yesterday_pjtn_event_median_value","pjtn_yesterday_pjtn_event_average_value","sigma_yesterday_sigma_max_value","sigma_yesterday_sigma_min_value","sigma_yesterday_sigma_median_value","sigma_yesterday_sigma_average_value","sigma_yesterday_sigma_event_count","sigma_yesterday_sigma_event_max_value","sigma_yesterday_sigma_event_median_value","sigma_yesterday_sigma_event_average_value","thy_resv_yesterday_thy_resv_median_value","thy_resv_yesterday_thy_resv_average_value","thy_resv_yesterday_thy_resv_high_var","swrd_yesterday_swrd_trip_count","temp_yesterday_temp_max_value","temp_yesterday_temp_min_value","temp_yesterday_temp_median_value","temp_yesterday_temp_average_value","dqi_yesterday_dqi_max_value","dqi_yesterday_dqi_min_value","dqi_yesterday_dqi_median_value","dqi_yesterday_dqi_average_value","hvv_yesterday_hvv_max_value","hvv_yesterday_hvv_min_value","hvv_yesterday_hvv_median_value","hvv_yesterday_hvv_average_value","wndw_yesterday_wndw_max_value","wndw_yesterday_wndw_min_value","wndw_yesterday_wndw_median_value","wndw_yesterday_wndw_average_value","jitter_event_60m_15v_count","jitter_60m_15v","no_jitter_60m_count","no_jitter_60m_15v","jitter_event_60m_20v_count","jitter_60m_20v","jitter_event_120m_15v_count","jitter_120m_15v","jitter_event_120m_20v_count","jitter_120m_20v","jitter_event_180m_15v_count","jitter_180m_15v","jitter_event_180m_20v_count","jitter_180m_20v","timestamp"
0.57466,0.0439453,0.164428,0.104387083211362,0,7.220302,5.709844,5.7297796,0.206569,0.105237,0.142403,0.136069617097701,232,0.206569,0.142403,0.143935715517241,4.4468085106383,4.54545454545455,0,0,"(65,70]","(35,40]","(50,55]","(50,55]",23.0335093051778,7.92772901790259,19.7892755340964,19.8742238745988,21.412336038961,10.5949171847656,21.0026490513033,20.9636518332652,107.539,104.484,106.017,105.848597569444,0,0,24,1,0,0,0,0,0,0,0,0,0,0,"2015-01-26"
0.555869,0.0439453,0.164428,0.106346742586894,0,7.220302,5.709844,5.7297796,0.289827,0.103473,0.14151,0.135934785602504,213,0.289827,0.14151,0.144571262910798,4.4468085106383,4.54545454545455,0,0,"(65,70]","(40,45]","(45,50]","(50,55]",23.0335093051778,7.92772901790259,19.7892755340964,19.8742238745988,21.412336038961,10.5949171847656,21.0026490513033,20.9636518332652,107.945,104.525,105.442,105.714441782407,0,0,24,1,0,0,0,0,0,0,0,0,0,0,"2015-01-27"
0.191553,0.0439453,0.164428,0.105135035788902,0,7.220302,5.709844,5.7297796,0.184421,0.103384,0.144395,0.136809004065041,205,0.184421,0.144395,0.145555146341463,4.4468085106383,4.54545454545455,0,0,"(70,75]","(50,55]","(60,65]","(60,65]",23.0335093051778,7.92772901790259,19.7892755340964,19.8742238745988,21.412336038961,10.5949171847656,21.0026490513033,20.9636518332652,107.771,103.971,106.2245,106.189126041667,0,0,15,1,0,0,0,0,0,0,0,0,0,0,"2015-01-28"
5.16203,0,0.259984,0.109397854951272,0,7.220302,5.709844,5.7297796,0.272415,0.0997588,0.141054,0.1354692184573,121,0.272415,0.141054,0.143766123966942,4.4468085106383,4.54545454545455,0,0,"(65,70]","(40,45]","(50,55]","(55,60]",23.0335093051778,7.92772901790259,19.7892755340964,19.8742238745988,21.412336038961,10.5949171847656,21.0026490513033,20.9636518332652,107.482,92.1666,105.367,100.771399846951,1,1,22,1,0,0,0,0,0,0,0,0,0,0,"2015-01-29"
8.76299,0,0.17299,0.110005593900938,1,8.76299,8.76299,8.76299,0.288188,0.105359,0.139871,0.133677602725367,159,0.288188,0.139871,0.143069842767296,4.4468085106383,4.54545454545455,0,0,"(70,75]","(40,45]","(50,55]","(50,55]",23.0335093051778,7.92772901790259,19.7892755340964,19.8742238745988,21.412336038961,10.5949171847656,21.0026490513033,20.9636518332652,106.436,93.5712,105.105,103.5983640625,0,0,24,1,0,0,0,0,0,0,0,0,0,0,"2015-01-30"
0.512486,0.0439453,0.170199,0.107014570563319,0,7.220302,5.709844,5.7297796,0.183844,0.106281,0.145424,0.137777916247906,199,0.183844,0.145424,0.147175231155779,4.4468085106383,4.54545454545455,0,0,"(70,75]","(40,45]","(50,55]","(50,55]",23.0335093051778,7.92772901790259,19.7892755340964,19.8742238745988,21.412336038961,10.5949171847656,21.0026490513033,20.9636518332652,107.996,104.549,105.732,105.824487152778,0,0,24,1,0,0,0,0,0,0,0,0,0,0,"2015-01-31"
2.0189827037037,0,0.437421574074074,0.0935487289198317,0.185185185185185,4.45592,4.348766625,4.348766625,11.4211,0.104605,0.145424,0.157779422338569,191,11.4211,0.145424,0.208163879581152,4.4468085106383,4.54545454545455,0,0,"(75,80]","(40,45]","(50,55]","(55,60]",23.0335093051778,7.92772901790259,19.7892755340964,19.8742238745988,21.412336038961,10.5949171847656,21.0026490513033,20.9636518332652,107.601,104.419,105.757,105.820928356481,0,0,24,1,0,0,0,0,0,0,0,0,0,0,"2015-02-01"
2.16629,0.0439453,0.164428,0.10890509582364,0,4.45592,4.348766625,4.348766625,0.178311,0.0269828,0.1431705,0.135993373784722,192,0.178311,0.1431705,0.144787385416667,4.4468085106383,4.54545454545455,0,0,"(70,75]","(35,40]","(50,55]","(50,55]",23.0335093051778,7.92772901790259,19.7892755340964,19.8742238745988,21.412336038961,10.5949171847656,21.0026490513033,20.9636518332652,107.796,104.152,105.527,105.66396099537,0,0,24,1,0,0,0,0,0,0,0,0,0,0,"2015-02-02"
0.662103,0.0621481,0.164428,0.112218247860012,0,4.45592,4.348766625,4.348766625,0.270863,0.108933,0.146571,0.140995191588785,214,0.270863,0.146571,0.149729331775701,4.4468085106383,4.54545454545455,0,0,"(70,75]","(40,45]","(50,55]","(50,55]",23.0335093051778,7.92772901790259,19.7892755340964,19.8742238745988,21.412336038961,10.5949171847656,21.0026490513033,20.9636518332652,108.126,104.339,105.766,105.759611805556,0,0,24,1,0,0,0,0,0,0,0,0,0,0,"2015-02-03"
4.48909,0.0621481,0.164428,0.114422435263351,0,4.45592,4.348766625,4.348766625,0.308238,0.116336,0.154162,0.146671632520325,205,0.308238,0.154162,0.156986346341463,4.4468085106383,4.54545454545455,0,0,"(70,75]","(45,50]","(50,55]","(55,60]",23.0335093051778,7.92772901790259,19.7892755340964,19.8742238745988,21.412336038961,10.5949171847656,21.0026490513033,20.9636518332652,107.578,105.143,106.182,106.202463425926,0,0,24,1,0,0,0,0,0,0,0,0,0,0,"2015-02-04"
